ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
1779,0, haha maybe someday I will be your publicist! that`s what i am going to school for,haha maybe someday I will be your publicist! that`s what i am going to school for,neutral,18,86,97929,440,223
1780,0," w00t, have a red wine now","w00t, have a red wine now",neutral,6,12,45195774,2736690,17
1781,0,_Songs I know  Especially since the summer is such a boring TV time to begin with.,such a boring TV,negative,17,28,2963243,28470,104
1782,1, Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),credit,positive,20,32,25499884,7682300,3
1783,1, now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,s august 2nd will be a blast,positive,9,46,9006398,82400,109
1784,0,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,sad,negative,15,67,10139177,82658,123
1785,1," hey, have a great gig! We`ll have to do exchange of tracks via ze emayal  I`m all lost in loops right now and still writing ****",great,positive,22,100,393244,10010,39
1786,0," im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you","im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you",neutral,6,15,1701575,760,2239
1787,0,dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,neutral,13,28,164689383,130170,1265
1788,0,That sucks that u have 2 go through that  id b pissed 2,sucks,negative,18,31,287375,430,668
1789,1, http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella,so cuuuute little fella,positive,11,52,9449323,202910,47
1790,0,_couper  I`ve heard that. 2 of my sons have seen it and one wants to see it again. I can`t wait to get there,I`ve heard that. 2 of my sons have seen it and one wants to see it again. I can`t wait to get there,neutral,15,65,11589623,30280,383
1791,1," hi cs, welcome to the twitterverse, if i can help with anything, just ask",welcome,positive,22,72,397628,22810,17
1792,0,Thinking my drink is watered down but hey its free,Thinking my drink is watered down but hey its free,neutral,6,14,12123200,112760,108
1793,0,Super pumped to do the 'Relay for Life' tonite. I am walking in honor of my sweet Grandpa `06 and my Uncle Howard who past just yesterday,Super pumped to do the 'Relay for Life' tonite. I am walking in honor of my sweet Grandpa `06 and my Uncle Howard who past just yesterday,neutral,12,25,771608,38100,20
1794,1,JONAS rocked tonight!  going to bed after I write a lil bit... Night and bless all,rocked,positive,23,44,11673021,1083300,11
1795,0," ugh something is wrong, suddenly I feel extremely flushed and shaky and I broke out in a sweat. Idk what`s wrong.",I feel extremely flushed,negative,11,57,3280819,51000,64
1796,0," I don`t know, I noticed that happens to me sometimes too.","I don`t know, I noticed that happens to me sometimes too.",neutral,13,61,2351627,566730,4
1797,0,_baby  your not talking about your obsession with me right???,_baby  your not talking about your obsession with me right???,neutral,19,77,212559417,8358140,25
1798,1,10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,enjoy,positive,10,14,437479,5270,83
1799,1,Today is a blessed day,blessed,positive,15,29,6948445,108560,64
1800,0, that doesnt look good at all.,doesnt look good,negative,18,31,20903273,273600,76
1801,1," Good Morning, good wakeup music",good wakeup music,positive,10,54,11890784,25680,463
1802,1,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,good,positive,14,64,26378274,318000,83
1803,1,I`m sooo HAPPY Demi`s back on twitter!,I`m sooo HAPPY De,positive,20,88,555987,4030,138
1804,1,http://twitpic.com/4wsue - yeah  well thanks *blushes*,thanks,positive,8,14,16718965,176520,95
1805,0,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,neutral,15,30,26545863,472710,56
1806,0,Borrowing my Mom`s Lenovo laptop The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro,The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro,negative,21,45,37742154,9093510,4
1807,0," 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",", im going to bleed to death",negative,6,46,4829767,622980,8
1808,0, woops! I only just realized my DMs to you are not going through,woops! I only just realized my DMs to you are not going through,neutral,17,66,16425864,1259200,13
1809,1, *waves back* Have a good day,Have a good day,positive,21,70,19116201,743532,26
1810,0, you are a very naughty woman - we sooo have to meet!,you are a very naughty woman - we sooo have to meet!,neutral,10,19,1439323776,9388211,153
1811,0,"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",Ugh..,negative,16,25,50882891,1109500,46
1812,0,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung,neutral,22,38,869601,1861,467
1813,0,We`re practicing our blackjack skills. It doesn`t look hopeful.  http://yfrog.com/0l2tsj,It doesn`t look hopeful.,negative,6,57,5518087,342000,16
1814,0," It happened to me the other day (customer asked me to ship to her work address), I sent her another one","It happened to me the other day (customer asked me to ship to her work address), I sent her another one",neutral,17,68,5094118,51060,100
1815,1,_crumbles all the best for art attack. thanks 4d follow,all the best for art attack. thanks 4d follow,positive,20,84,4105267,55960,73
1816,1,"Working on a bank holiday, but I don`t mind - it`s all good fun",- it`s all good fun,positive,7,14,11326616,106440,106
1817,0,"gtg now, listen to cobra`s new song @ their myspace, ttyl  santi <3","gtg now, listen to cobra`s new song @ their myspace, ttyl  santi <3",neutral,16,29,1207359,9240,131
1818,1," My original non-Yahoo acc. was deleted when they got bought-out  But it`s not too bad, I don`t receive any Yahoo-spam from it.",s not too bad,positive,19,36,10708981,77240,139
1819,1,_d Wish Leigh a Happy Mother`s Day for me! It`s midnight in NY,Happy Mother`s Day,positive,10,53,89561403,2267050,40
1820,1,is online shopping...fantastic,fantastic,positive,13,63,5792202,42430,137
1821,1,I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,enjoying,positive,21,81,988000,23180,43
1822,0,big hair rock day today me thinks  here I go again to start xxxxx ? http://blip.fm/~5z4p7,big hair rock day today me thinks  here I go again to start xxxxx ? http://blip.fm/~5z4p7,neutral,7,18,71986,750,96
1823,0,"  Me to, oh well maybe one day","Me to, oh well maybe one day",neutral,14,22,10847910,48300,225
1824,0, nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,e  HATERS,negative,23,41,17643054,248360,71
1825,0,ONLINE!,ONLINE!,neutral,6,58,102334404,995450,103
1826,0," is making cupcakes and says i can`t have any  kelli, you`re a bad sister.",", you`re a bad sister.",negative,17,63,6486205,20720,313
1827,0,"sorry to hear that  It`s going okay, just tweeting away  ",sorry to hear that,negative,21,77,1402985,28050,50
1828,0,i DID argue with byron because he said im fat,argue,negative,7,16,3546421,101000,35
1829,0,Just uploading photos from the cell...nothin like true candid-ness!,Just uploading photos from the cell...nothin like true candid-ness!,negative,17,28,1326535,42390,31
1830,0,"my entire body hurts.  shower, hot tea and tv please..",hurts.,negative,20,41,1160164,17200,67
1831,0,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,lost,negative,10,57,114963588,1000000,115
1832,0,is seventeen today  and is trekking from chorleywood to see    and  in cambridge  <3,is seventeen today  and is trekking from chorleywood to see    and  in cambridge,neutral,13,68,896445,18270,49
1833,0, alright alright! I will be tuning in and taking notes - remember what I said before (got a spot? raising my handz - both,alright alright! I will be tuning in and taking notes - remember what I said before (got a spot? raising my handz - both,neutral,23,96,5540720,304000,18
1834,0, If it makes you feel any better.. My Saturday night is lame as well. I heart you,If it makes you feel any better.. My Saturday night is lame as well. I heart you,neutral,9,12,65273511,547557,119
1835,0,just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,neutral,13,24,2225734,257670,9
1836,0,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,weird,negative,19,36,2416668,10120,239
1837,0,"_oliver No Happy Mums day for the Mums, only the guys????","No Happy Mums day for the Mums,",negative,7,60,3989167,69490,57
1838,0, I have to figure out how this works!! I don`t get it  Hope you`re doing well!!!,I have to figure out how this works!! I don`t get it  Hope you`re doing well!!!,neutral,13,60,83783942,348560,240
1839,0, oh how i wish there were chick a filas by me  i`m definently jealous.,i`m definently jealous.,negative,23,77,31072940,227540,137
1840,0," Wow, I`ve officially lost all faith in Britain, looks like our wishes weren`t met, sadly",lost,negative,7,15,10423054,128900,81
1841,1,office hours/trying to make my computer feel better.,office hours/trying to make my computer feel better.,positive,12,26,112523,340,331
1842,0, say hi to Kimba for me,say hi to Kimba for me,neutral,19,31,17915568,107160,167
1843,0," hahaha maybe it was certain groups of juniors.  hello, and what are you doing in Korea? We`re all over the world!","hahaha maybe it was certain groups of juniors.  hello, and what are you doing in Korea? We`re all over the world!",neutral,10,51,13132795,246000,53
1844,0,well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,well dnt really knw wot to do,negative,14,61,1968001,28120,70
1845,1," watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d",3d effect was best,positive,23,84,786552,196850,4
1846,0,wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,neutral,11,11,11402528,27560,414
1847,0, thanks. but it IS seriuosly my back up plan,thanks. but it IS seriuosly my back up plan,neutral,15,29,801,0,2003
1848,0, don`t cut yourself!!,don`t cut yourself!!,neutral,22,39,9904607,111890,89
1849,1," Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",Reminders are good!,positive,10,51,9660351,90530,107
1850,0,_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,Gosh! I missed the yesterday live chat..,negative,13,61,341243,100250,3
1851,1," and Amanda Peet in A lot Like Love. Loves it.. Classic, really",Loves,positive,19,82,1380004385,2973190,464
1852,1,OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,OMGSH,positive,7,10,273523615,1811570,151
1853,0, can only walk on streets as am in london town....no fields,can only walk on streets as am in london town....no fields,neutral,16,24,83992949,1630000,52
1854,1," Thank you, I will have a look",Thank,positive,23,39,40222493,434320,93
1855,0,Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,neutral,7,48,4937786,68890,72
1856,1,"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",my friends  Mindless fun.,positive,15,62,8655535,21640,400
1857,0,Screw it I`m going shopping. I`ll be back by like 3 anyway and then I`ll do hard core revision,Screw it I`m going shopping. I`ll be back by like 3 anyway and then I`ll do hard core revision,neutral,18,97,60461826,294140,206
